,id,show_id,title,director,country,release_year,duration,listed_in,score,director1,cast1,cast2,cast3,country1,duration1,listed_in1,listed_in2,score1
584,584,s867,Bewafaa,Dharmesh Darshan,India,2005,149 min,"Dramas, International Movies, Romantic Movies",3,146,948,777,146,173,149,Dramas,12,5
585,585,s868,Bewildered Bolbol,Khaled Marei,Egypt,2010,112 min,"Comedies, International Movies, Romantic Movies",4,512,79,751,512,100,112,Comedies,7,4
586,586,s874,Beynelmilel,"Muharrem G¨¹lmez, S?rr? S¨¹reyya ?nder",Turkey,2006,102 min,"Comedies, Dramas, International Movies",3,179,452,623,179,357,102,Comedies,7,5
587,587,s875,Beyond All Boundaries,Sushrut Jain,"United States, India",2013,98 min,"Documentaries, International Movies, Sports Movies",2,180,168,917,180,490,98,Documentaries,10,4
588,588,s876,Beyond Skyline,Liam O'Donnell,"United States, Canada, Indonesia, United Kingdom, China, Singapore",2017,107 min,"Action & Adventure, Sci-Fi & Fantasy",1,546,561,847,546,455,107,Action & Adventure,0,3
589,589,s879,Beyond the Clouds,Majid Majidi,"India, Iran",2018,120 min,"Dramas, Independent Movies, International Movies",1,198,108,116,198,179,120,Dramas,12,3
590,590,s883,Bhagam Bhag,Priyadarshan,India,2006,151 min,"Comedies, International Movies, Romantic Movies",1,218,441,485,218,173,151,Comedies,7,3
591,591,s884,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,2019,116 min,"Dramas, International Movies",2,809,12,464,809,173,116,Dramas,12,4
592,592,s885,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,2019,112 min,"Dramas, International Movies",4,207,621,223,207,173,112,Dramas,12,4
593,593,s886,Bhaji In Problem,Smeep Kang,India,2013,117 min,"Comedies, International Movies",3,184,528,79,184,173,117,Comedies,7,5
594,594,s887,Bhangra Paa Le,Sneha Taurani,India,2019,130 min,"Comedies, Dramas, International Movies",3,973,879,975,973,173,130,Comedies,7,5
595,595,s888,Bhasmasur,Nishil Sheth,India,2017,74 min,"Dramas, Independent Movies, International Movies",2,445,105,554,445,173,74,Dramas,12,4
596,596,s889,Bhavesh Joshi Superhero,Vikramaditya Motwane,India,2018,150 min,"Dramas, International Movies, Sci-Fi & Fantasy",3,441,1,888,441,173,150,Dramas,12,5
597,597,s891,Bheeshma,Venky Kudumula,India,2020,138 min,"Action & Adventure, Comedies, International Movies",3,660,115,244,660,173,138,Action & Adventure,0,5
598,598,s892,Bhool Bhulaiyaa,Priyadarshan,India,2007,148 min,"Dramas, International Movies, Thrillers",0,507,596,602,507,173,148,Dramas,12,2
599,599,s893,Bhoot,Ram Gopal Varma,India,2003,114 min,"Horror Movies, International Movies, Thrillers",2,859,164,583,859,173,114,Horror Movies,13,4
600,600,s894,Bhouri,Jasbir Bijendra Bhati,India,2017,123 min,"Dramas, Independent Movies, International Movies",3,554,57,482,554,173,123,Dramas,12,5
601,601,s895,Bibi & Tina,Detlev Buck,Germany,2014,97 min,"Children & Family Movies, Music & Musicals",2,598,559,992,598,144,97,Children & Family Movies,4,4
602,602,s896,Bibi & Tina II,Detlev Buck,Germany,2014,105 min,"Children & Family Movies, Music & Musicals",0,449,5,422,449,144,105,Children & Family Movies,4,2
603,603,s897,Bibi & Tina: Girls Versus Boys,Detlev Buck,Germany,2016,107 min,"Children & Family Movies, Music & Musicals",3,656,28,369,656,144,107,Children & Family Movies,4,5
604,604,s898,Bibi & Tina: Tohuwabohu Total,Detlev Buck,Germany,2017,106 min,"Children & Family Movies, Music & Musicals",4,549,928,953,549,144,106,Children & Family Movies,4,4
605,605,s901,Big Bear,Joey Kern,United States,2017,87 min,Comedies,2,30,132,73,30,440,87,Comedies,7,4
606,606,s902,Big Daddy,Dennis Dugan,United States,1999,93 min,Comedies,0,197,132,812,197,440,93,Comedies,7,2
607,607,s904,Big Fat Liar,Shawn Levy,"United States, Germany",2002,88 min,"Children & Family Movies, Comedies",2,238,646,19,238,477,88,Children & Family Movies,4,4
608,608,s905,Big Kill,Scott Martin,United States,2018,126 min,Action & Adventure,1,470,37,398,470,440,126,Action & Adventure,0,3
609,609,s906,Big Miracle,Ken Kwapis,"United States, United Kingdom",2012,107 min,"Children & Family Movies, Dramas",3,64,800,196,64,521,107,Children & Family Movies,4,5
610,610,s908,Big Stone Gap,Adriana Trigiani,United States,2014,103 min,"Comedies, Romantic Movies",5,650,353,166,650,440,103,Comedies,7,5
611,611,s909,Big Time,Kaspar Astrup Schr?der,Denmark,2017,90 min,Documentaries,5,566,329,176,566,90,90,Documentaries,10,5
612,612,s910,Big Time Movie,Savage Steve Holland,"United States, Canada",2012,68 min,"Children & Family Movies, Comedies, Music & Musicals",0,591,105,653,591,450,68,Children & Family Movies,4,2
613,613,s911,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, J¨¦r¨¦mie Levypon",France,2020,100 min,"Documentaries, International Movies, Music & Musicals",2,516,584,899,516,106,100,Documentaries,10,4
614,614,s912,Bigger Fatter Liar,Ron Oliver,United States,2017,95 min,"Children & Family Movies, Comedies",5,803,209,449,803,440,95,Children & Family Movies,4,5
615,615,s913,Biggie & Tupac,Nick Broomfield,United Kingdom,2002,108 min,"Documentaries, Music & Musicals",4,10,329,201,10,369,108,Documentaries,10,4
616,616,s914,"Bikram: Yogi, Guru, Predator",Eva Orner,United States,2019,86 min,Documentaries,5,807,930,97,807,440,86,Documentaries,10,5
617,617,s915,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,United States,2014,81 min,Stand-Up Comedy,1,146,86,928,146,440,81,Stand-Up Comedy,25,1
618,618,s916,Bill Burr: Let It Go,Shannon Hartman,United States,2010,65 min,Stand-Up Comedy,1,540,636,634,540,440,65,Stand-Up Comedy,25,1
619,619,s917,Bill Burr: Paper Tiger,Mike Binder,"United States, United Kingdom",2019,67 min,Stand-Up Comedy,2,613,142,951,613,521,67,Stand-Up Comedy,25,2
620,620,s918,Bill Burr: Walk Your Way Out,Jay Karas,United States,2017,78 min,Stand-Up Comedy,1,724,384,17,724,440,78,Stand-Up Comedy,25,1
621,621,s919,Bill Burr: You People Are All the Same,Jay Karas,United States,2012,69 min,Stand-Up Comedy,1,958,902,898,958,440,69,Stand-Up Comedy,25,1
622,622,s920,Bill Hicks: One Night Stand,John Fortenberry,United Kingdom,1991,28 min,Stand-Up Comedy,2,472,303,820,472,369,28,Stand-Up Comedy,25,2
623,623,s922,Bill Hicks: Relentless,Chris Bould,United Kingdom,1992,61 min,Stand-Up Comedy,2,999,854,600,999,369,61,Stand-Up Comedy,25,2
624,624,s923,Bill Hicks: Revelations,Chris Bould,United Kingdom,1993,56 min,Stand-Up Comedy,1,566,785,77,566,369,56,Stand-Up Comedy,25,1
625,625,s924,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",United States,1989,81 min,Stand-Up Comedy,3,51,24,373,51,440,81,Stand-Up Comedy,25,3
626,626,s926,Bill Nye: Science Guy,"Jason Sussberg, David Alvarado",United States,2017,97 min,Documentaries,3,413,833,92,413,440,97,Documentaries,10,5
627,627,s927,Billu,Priyadarshan,India,2009,132 min,"Dramas, International Movies",4,681,665,645,681,173,132,Dramas,12,4
628,628,s928,Billy Elliot,Stephen Daldry,"United Kingdom, France",2000,110 min,"Dramas, Independent Movies, International Movies",5,639,407,247,639,385,110,Dramas,12,5
629,629,s929,Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch",United States,2018,66 min,"Documentaries, Faith & Spirituality",1,170,434,512,170,440,66,Documentaries,10,3
630,630,s931,Bilu Rakkhosh,Indrasis Acharya,India,2017,127 min,"Dramas, International Movies",2,761,321,731,761,173,127,Dramas,12,4
631,631,s933,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav",India,2015,131 min,"Dramas, International Movies, LGBTQ Movies",0,873,350,822,873,173,131,Dramas,12,2
632,632,s934,Bir Baba Hindu,Sermiyan Midyat,"Turkey, India",2016,107 min,"Action & Adventure, Comedies, International Movies",1,144,768,229,144,359,107,Action & Adventure,0,3
633,633,s935,Bird Box,Susanne Bier,United States,2018,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers",3,72,689,996,72,440,124,Dramas,12,5
634,634,s937,Birdshot,Mikhail Red,"Philippines, Qatar",2016,115 min,"Dramas, International Movies, Thrillers",1,247,75,142,247,274,115,Dramas,12,3
635,635,s938,Birthmarked,Emanuel Hoss-Desmarais,Canada,2018,88 min,"Comedies, Independent Movies, International Movies",3,957,882,445,957,39,88,Comedies,7,5
636,636,s939,Bitch,Marianna Palka,United States,2017,97 min,"Comedies, Dramas, Independent Movies",1,271,592,298,271,440,97,Comedies,7,3
637,637,s940,Bitcoin Heist,Ham Tran,Vietnam,2016,116 min,"Action & Adventure, Comedies, International Movies",2,418,888,227,418,542,116,Action & Adventure,0,4
638,638,s942,Bitter Daisies,Miguel Conde,Spain,2018,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,697,255,94,697,317,1,Crime TV Shows,8,3
639,639,s943,Bittersweet,Khaled Marei,Egypt,2010,132 min,"Comedies, Dramas, International Movies",1,903,997,422,903,100,132,Comedies,7,3
640,640,s944,Bittoo Boss,Supavitra Babul,India,2012,117 min,"Comedies, Dramas, International Movies",2,481,563,779,481,173,117,Comedies,7,4
641,641,s945,Black,Raja Chanda,India,2015,137 min,"Action & Adventure, International Movies",1,38,794,510,38,173,137,Action & Adventure,0,3
642,642,s946,Black '47,Lance Daly,"Ireland, Luxembourg, Belgium",2018,100 min,"Action & Adventure, Dramas, Independent Movies",2,202,921,501,202,204,100,Action & Adventure,0,4
643,643,s947,Black & Privileged: Volume 1,Mark Harris,United States,2019,79 min,Dramas,1,869,546,255,869,440,79,Dramas,12,3
644,644,s951,Black Friday,Anurag Kashyap,India,2004,162 min,"Dramas, International Movies",2,578,616,117,578,173,162,Dramas,12,4
645,645,s952,Black Hawk Down,Ridley Scott,"United States, United Kingdom",2001,144 min,"Action & Adventure, Dramas",1,62,347,751,62,521,144,Action & Adventure,0,3
646,646,s959,Black Money Love,Ahmet Kat?ks?z,Turkey,2014,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2,923,378,608,923,357,1,Crime TV Shows,8,4
647,647,s960,Black Panther,Ryan Coogler,United States,2018,135 min,"Action & Adventure, Sci-Fi & Fantasy",4,663,188,887,663,440,135,Action & Adventure,0,4
648,648,s961,Black Rose,Alexander Nevsky,"Russia, United States",2014,83 min,"Action & Adventure, International Movies",0,161,724,620,161,289,83,Action & Adventure,0,2
649,649,s962,Black Sea,Kevin MacDonald,"United Kingdom, Russia, United States",2015,114 min,"Action & Adventure, Dramas, International Movies",3,433,676,901,433,423,114,Action & Adventure,0,5
650,650,s963,Black Site Delta,Jesse Gustafson,United States,2017,88 min,Action & Adventure,4,884,389,334,884,440,88,Action & Adventure,0,4
651,651,s964,Black Snake Moan,Craig Brewer,United States,2007,116 min,"Dramas, Independent Movies",0,338,490,191,338,440,116,Dramas,12,2
652,652,s965,Black Snow,Martin Hodara,"Argentina, Spain",2017,91 min,"Dramas, International Movies, Thrillers",1,871,235,518,871,6,91,Dramas,12,3
653,653,s969,BLACKPINK: Light Up the Sky,Caroline Suh,United States,2020,80 min,"Documentaries, Music & Musicals",3,96,319,580,96,440,80,Documentaries,10,5
654,654,s970,Blackway,Daniel Alfredson,United States,2015,90 min,Thrillers,5,835,850,375,835,440,90,Thrillers,31,5
655,655,s971,BLAME!,Hiroyuki Seshita,Japan,2017,106 min,"Action & Adventure, Anime Features, International Movies",0,579,37,608,579,227,106,Action & Adventure,0,2
656,656,s972,Blaze,Ethan Hawke,United States,2018,129 min,"Dramas, Independent Movies, Music & Musicals",5,697,16,577,697,440,129,Dramas,12,5
657,657,s975,Bleach The Movie: Fade to Black,Noriyuki Abe,Japan,2008,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",0,281,735,155,281,227,94,Action & Adventure,0,2
658,658,s976,Bleach the Movie: Hell Verse,Noriyuki Abe,Japan,2010,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2,306,794,56,306,227,94,Action & Adventure,0,4
659,659,s977,Bleed for This,Ben Younger,United States,2016,120 min,"Dramas, Sports Movies",2,499,338,441,499,440,120,Dramas,12,4
660,660,s978,Blessed Benefit,Mahmoud al Massad,"Germany, Jordan, Netherlands",2016,83 min,"Comedies, Dramas, International Movies",2,158,229,968,158,151,83,Comedies,7,4
661,661,s979,Blind Date,Clovis Cornillac,France,2015,91 min,"Comedies, International Movies, Music & Musicals",3,652,779,160,652,106,91,Comedies,7,5
662,662,s980,Blind Detective,Johnnie To,"Hong Kong, China",2013,130 min,"Action & Adventure, Comedies, International Movies",4,646,551,158,646,164,130,Action & Adventure,0,4
663,663,s982,Blinky Bill: The Movie,Deane Taylor,"Australia, United States",2015,91 min,Children & Family Movies,1,268,799,640,268,20,91,Children & Family Movies,4,3
664,664,s983,Blitz Patrollie,Andrew Wessels,South Africa,2013,102 min,"Action & Adventure, Comedies, International Movies",5,787,661,929,787,303,102,Action & Adventure,0,5
665,665,s984,Blockbuster,July Hygreck,France,2017,85 min,"Comedies, Independent Movies, International Movies",5,416,180,641,416,106,85,Comedies,7,5
666,666,s987,Blood Father,Jean-Fran?ois Richet,France,2016,88 min,"Action & Adventure, International Movies",5,631,149,523,631,106,88,Action & Adventure,0,5
667,667,s988,Blood Money,Vishal Mahadkar,India,2012,110 min,"Dramas, International Movies, Romantic Movies",1,376,58,112,376,173,110,Dramas,12,3
668,668,s991,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Argentina, United States",2019,113 min,"Dramas, Independent Movies, International Movies",5,719,820,758,719,7,113,Dramas,12,5
669,669,s994,Blow,Ted Demme,United States,2001,123 min,Dramas,1,448,401,345,448,440,123,Dramas,12,3
670,670,s997,Blue Is the Warmest Color,Abdellatif Kechiche,"France, Belgium, Spain",2013,180 min,"Dramas, Independent Movies, International Movies",2,941,100,642,941,113,180,Dramas,12,4
671,671,s998,Blue Jasmine,Woody Allen,United States,2013,98 min,"Comedies, Dramas, Independent Movies",3,981,994,444,981,440,98,Comedies,7,5
672,672,s999,Blue Jay,Alex Lehmann,United States,2016,81 min,"Dramas, Independent Movies, Romantic Movies",5,840,38,130,840,440,81,Dramas,12,5
673,673,s1000,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,United States,2016,90 min,Comedies,4,482,519,98,482,440,90,Comedies,7,4
674,674,s1002,Blue Ruin,Jeremy Saulnier,"United States, France",2013,90 min,"Independent Movies, Thrillers",4,483,778,445,483,468,90,Independent Movies,14,4
675,675,s1003,Blue Streak,Les Mayfield,"Germany, United States",1999,94 min,"Action & Adventure, Comedies",1,411,479,275,411,155,94,Action & Adventure,0,3
676,676,s1004,Blue Valentine,Derek Cianfrance,United States,2010,112 min,"Dramas, Independent Movies, Romantic Movies",3,173,132,181,173,440,112,Dramas,12,5
677,677,s1005,BluffMaster!,Rohan Sippy,India,2005,129 min,"Comedies, International Movies, Romantic Movies",5,601,302,12,601,173,129,Comedies,7,5
678,678,s1009,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",United States,2016,60 min,"Music & Musicals, Stand-Up Comedy",1,727,911,426,727,440,60,Music & Musicals,20,1
679,679,s1010,Bo Burnham: what.,"Bo Burnham, Christopher Storer",United States,2013,60 min,Stand-Up Comedy,3,523,662,39,523,440,60,Stand-Up Comedy,25,3
680,680,s1012,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,United States,2018,97 min,Documentaries,1,532,934,286,532,440,97,Documentaries,10,3
681,681,s1014,Bob's Broken Sleigh,Jay Surridge,Canada,2015,47 min,Children & Family Movies,2,736,322,371,736,39,47,Children & Family Movies,4,4
682,682,s1015,Bobbi Jene,Elvira Lind,"Denmark, Sweden, Israel, United States",2017,99 min,Documentaries,1,168,754,912,168,97,99,Documentaries,10,3
683,683,s1016,Bobbleheads The Movie,Kirk Wise,United States,2020,83 min,"Children & Family Movies, Comedies",1,97,422,188,97,440,83,Children & Family Movies,4,3
684,684,s1017,Bobby,Raj Kapoor,India,1973,168 min,"Classic Movies, Dramas, International Movies",4,690,528,200,690,173,168,Classic Movies,6,4
685,685,s1018,Bobby Jasoos,Samar Shaikh,India,2014,116 min,"Comedies, Dramas, International Movies",3,907,570,781,907,173,116,Comedies,7,5
686,686,s1020,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",United Kingdom,2018,99 min,"Documentaries, International Movies, Sports Movies",2,689,877,919,689,369,99,Documentaries,10,4
687,687,s1023,Bodyguard,Siddique,India,2011,130 min,"Action & Adventure, Comedies, International Movies",5,115,823,118,115,173,130,Action & Adventure,0,5
688,688,s1024,Bogda,Nisheeta Keni,India,2018,161 min,"Dramas, International Movies",2,312,455,932,312,173,161,Dramas,12,4
689,689,s1025,Boi,Jorge M. Fontana,Spain,2018,111 min,"Dramas, Independent Movies, International Movies",4,319,195,200,319,317,111,Dramas,12,4
690,690,s1028,Bokeh,"Geoffrey Orthwein, Andrew Sullivan","United States, Iceland",2017,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",4,520,633,954,520,489,92,Dramas,12,4
691,691,s1029,Bol¨ªvar,"Luis Alberto Restrepo, Andr¨¦s Beltr¨¢n, Jaime Rayo",Colombia,2019,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",4,852,202,252,852,82,1,International TV Shows,16,4
692,692,s1030,Bollywood Calling,Nagesh Kukunoor,India,2001,102 min,"Comedies, Dramas, International Movies",3,564,235,484,564,173,102,Comedies,7,5
693,693,s1031,Bolt,"Byron Howard, Chris Williams",United States,2008,99 min,"Children & Family Movies, Comedies",4,619,188,43,619,440,99,Children & Family Movies,4,4
694,694,s1032,Bomb Scared,Borja Cobeaga,Spain,2017,89 min,"Comedies, Independent Movies, International Movies",4,31,201,378,31,317,89,Comedies,7,4
695,695,s1033,Bombairiya,Pia Sukanya,"United Arab Emirates, United Kingdom, India",2018,108 min,"Comedies, Dramas, International Movies",4,192,20,288,192,366,108,Comedies,7,4
696,696,s1034,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,2013,123 min,"Dramas, International Movies",3,127,71,986,127,173,123,Dramas,12,5
697,697,s1035,Bombshell,Riccardo Pilizzeri,New Zealand,2016,86 min,Dramas,4,406,493,239,406,253,86,Dramas,12,4
698,698,s1036,Bombshell: The Hedy Lamarr Story,Alexandra Dean,United States,2017,89 min,Documentaries,1,859,430,726,859,440,89,Documentaries,10,3
699,699,s1037,Bon Bini Holland,Jelle de Jonge,Netherlands,2015,88 min,"Comedies, International Movies",4,234,873,364,234,247,88,Comedies,7,4
700,700,s1038,Bon Cop Bad Cop 2,Alain Desrochers,Canada,2017,126 min,"Action & Adventure, Comedies, International Movies",3,218,456,579,218,39,126,Action & Adventure,0,5
701,701,s1039,"Bon Cop, Bad Cop",Erik Canuel,Canada,2006,117 min,"Action & Adventure, Comedies, International Movies",0,378,33,649,378,39,117,Action & Adventure,0,2
